Index,Make and Model,Issue Tested,Base MSRP,Engine Type,Transmission,Rear-Wheel HP,Rear-Wheel TQ (lb.-ft.),Wet Weight,Average MPG,Top Speed,"0–60 mph, sec.","0–100 mph, sec.","Quartermile, sec","Quartermile, mph",Braking 60–0 mph (feet),Power to Weight,PWRatio,Rating Category,,Color
360,Bandit 1250S,8-Jul,8299,I-4,6,99.2,77.1,560,39.3,152,3.36,8.4,11.34,115.92,116.5,5.65,0.18,Open Standard,,#A6D854
326,Bandit GS600S,3/00,5799,I-4,6,68.6,36.5,505,32.3,127,3.97,10.72,12.16,108.93,114.1,7.36,0.14,Middleweight Standard,,#FFFFCC
19,Benelli Tre K,5-Aug,14799,I-3,6,99.9,70.8,534,30.6,144,3.12,7.39,10.95,121.57,118.5,5.35,0.19,Open Adventure-Tourer,,#BEBADA
380,Bonneville ’01,4-Jan,6999,I-2,5,53.9,40.8,500,41.1,114,5.2,17,13.52,96.97,115,9.28,0.11,Middleweight Standard,,#CCCCCC
381,Bonneville ’09,11-Sep,7699,I-2,5,56.31,43.48,492,48.4,120.1,5.21,15.62,13.52,97.83,117.1,8.73,0.11,Middleweight Standard,,#FF7F00
368,Boulevard M109R,6-Jun,12399,V-2,5,104.8,97.2,761,40.7,128,3.65,8.87,11.62,114.91,135.4,7.26,0.14,Heavyweight Cruiser,,#BC80BD
299,Breva 1100,8-Jun,12490,V-2,6,69.7,54.1,562,45.4,129,5.14,12.33,13.1,106.2,127.7,8.06,0.12,Open Standard,,#FC8D62
306,Breva 1200 Sport,6-Aug,13590,V-2,6,72.2,61.9,555,43.3,131,3.87,10.74,12.11,108.11,119.4,7.62,0.13,Open Sportbike,,#FB8072
317,Brutale 1090RR,7-Oct,18000,I-4,6,121.08,71.85,470.5,30.3,153.5,2.99,6.29,10.5,130.98,115.1,3.89,0.26,Open Naked,,#FFFF33
315,Brutale 800 EAS,Feb-14,12498,I-3,6,115.35,55.11,410,34.4,141.75,3.75,7.17,11.1,127.11,125.5,3.55,0.28,Middleweight Naked,,#984EA3
316,Brutale 910,1-Jul,14995,I-4,6,115.5,62.2,463.5,32,156,3.24,6.63,10.67,129.47,123.6,4.01,0.25,Open Naked,,#E31A1C
310,California 1400 Custom,Sep-13,14990,V-2,6,83.6,73,667,30,123.1,5.05,13,13.3,100.9,119.8,7.95,0.13,Heavyweight Cruiser,,#377EB8
186,CB1000R,10-Nov,10999,I-4,6,109.44,64.45,480,44.3,141.7,3.15,7.29,10.99,121.16,114.5,4.38,0.23,Open Standard,,#BEAED4
189,CBR1000RR ’08,10-Aug,11599,I-4,6,150.9,75.7,440,38.5,178,2.95,5.5,9.94,143.12,122.8,2.91,0.34,Open Sportbike,,#E7298A
187,CBR1000RR 11-Apr,11-Apr,10999,I-4,6,136.1,71.4,463,41,177,3.19,5.9,10.26,139.82,114.4,3.4,0.29,Open Sportbike,,#FFFF99
188,CBR1000RR 7-Jun,7-Jun,11299,I-4,6,142.6,73.3,449,37.7,177,3,5.54,9.99,143.39,117.5,3.15,0.32,Open Sportbike,,#E6AB02
198,CBR1100XX ’97,Apr-97,11499,I-4,6,132.9,76.4,555,41.7,170,2.91,6.06,10.24,134.52,112.4,4.18,0.24,Open Sportbike,,#80B1D3
199,CBR1100XX ’99,Apr-99,10999,I-4,6,134.4,80,563,40.5,174,2.91,5.99,10.24,136.98,115.3,4.19,0.24,Open Sportbike,,#BF5B17
164,CBR600F3,May-97,7799,I-4,6,90.2,43,460,39.3,153,3.36,7.4,11.03,124.26,114.5,5.1,0.2,Middleweight Sportbike,,#66C2A5
165,CBR600F4 ’99,Feb-99,7899,I-4,6,94.1,42.9,435,39.7,156,3.46,7.71,11.19,122.78,115.5,4.62,0.22,Middleweight Sportbike,,#B15928
166,CBR600F4i ’01,3-Jan,8199,I-4,6,96.6,43.6,436,40.7,155,2.89,6.61,10.59,128.23,111.3,4.51,0.22,Middleweight Sportbike,,#F2F2F2
167,CBR600F4i ’06,12-May,8499,I-4,6,90.1,40.3,440,36.7,156,3.52,7.94,11.26,121.56,123.5,4.88,0.2,Middleweight Sportbike,,#F1E2CC
168,CBR600RR C-ABS,7-Sep,10799,I-4,6,99.61,43.01,435,43.1,158.3,3.18,7.03,10.89,125.53,126,4.36,0.23,Middleweight Sportbike,,#1B9E77
182,CBR900RR,May-98,9999,I-4,6,111.2,62.5,460,41,158,3.13,6.83,10.73,124.56,113.8,4.14,0.24,Open Sportbike,,
183,CBR900RR - 919,6-Feb,7999,I-4,6,96.4,62.6,481,37.5,143,3.22,7.27,10.79,123.54,112.1,4.99,0.2,Open Standard,,
184,CBR929RR,5/00,9999,I-4,6,123.8,64.9,438,39.2,165,2.88,6.63,10.12,135.86,113.6,3.54,0.28,Open Sportbike,,
254,Concours ’97,Dec-96,9299,I-4,6,88.4,63.3,618,34.9,126,3.85,10.61,12.1,108.06,125.7,6.99,0.14,Open Sport-Tourer,,
271,Concours 14,12-Jul,12899,I-4,6,136.1,90.8,685,37.2,157,3.01,6.79,10.68,127.03,121.9,5.02,0.2,Open Sport-Tourer,,
272,Concours 14 ABS,8-Oct,15299,I-4,6,135.57,89.99,689.5,43.3,152.3,3.14,7.1,10.82,119.51,123,5.09,0.2,Open Sport-Tourer,,
273,Concours 14 ABS ‘11,2-Dec,15599,I-4,6,135.61,91.44,695.5,37.4,152.8,2.91,6.56,10.56,127.68,127.8,5.12,0.2,Open Sport-Tourer,,
153,CVO Fat Boy,4-May,27995,V-2,5,75.7,84.3,726,38.1,124,4.62,12.6,12.74,104.06,127.9,9.59,0.1,Heavyweight Cruiser,,
372,Daytona 650,11-May,7999,I-4,6,96.9,44,442,42.5,156,2.92,6.85,10.75,125.93,116.8,4.56,0.22,Middleweight Sportbike,,
373,Daytona 675,11-Jun,8999,I-3,6,105.7,48,417,40.3,159,3.42,7.2,10.96,127.32,124.5,3.95,0.25,Middleweight Sportbike,,
374,Daytona 675R ’11,7-Nov,11999,I-3,6,110.22,47.68,416.5,37.3,157.3,3.73,7.39,11.08,127.39,132.9,3.83,0.26,Middleweight Sportbike,,
375,Daytona 675R ’13,Dec-13,13499,I-3,6,117.6,50.3,421.5,35,156.8,4.02,7.53,10.92,128.87,132.1,3.58,0.28,Middleweight Sportbike,,
402,Daytona 955,12-Jan,10999,I-3,6,121.4,64.4,483,47.5,161,3.07,6.6,10.6,129.52,116.6,3.98,0.25,Open Sportbike,,
401,Daytona 955i ’99,Jul-99,10995,I-3,6,109.5,68.1,490,39.1,157,3.02,6.07,10.62,128.3,117.9,4.47,0.22,Open Sportbike,,
400,Daytona T595 ’97,Oct-97,10695,I-3,6,103.1,63.6,492,35.8,154,3.31,7.19,10.86,124.6,114.6,4.77,0.21,Open Sportbike,,
119,Diavel Carbon,6-Nov,19.995,L-2,6,134.3,79.65,519.5,38.5,157.2,2.8,5.88,10.22,132.81,107.9,3.87,0.26,Open Cruiser,,
357,DL1000 V-Strom,9-Feb,8899,V-2,6,89.2,65.6,523,43.7,124,3.61,8.96,11.56,114.1,118.4,5.86,0.17,Open Adventure-Tourer,,
2,Dorsoduro,5-Oct,9499,V-2,6,77.56,46.63,468,36.9,128.3,3.83,10.12,12,128.3,115.4,6.27,0.16,Middleweight Supermoto,,
16,Dorsoduro 1200,1-Dec,11999,V-2,6,116.05,74,490.5,32,151,3.15,7.22,10.96,121.24,111.1,4.22,0.24,Open Supermoto,,
86,Ducati Monster 620ie,6-Feb,6495,L-2,5,54.3,36.5,424,51.9,116,4.31,12.29,12.52,104.24,113.7,7.81,0.13,Lightweight Standard,,
237,ER-6N,8-Sep,6399,I-4,6,64.66,43.91,441.5,45.3,128.8,3.96,11.84,12.36,104.7,121.7,6.81,0.15,Middleweight Standard,,
7,ETV1000 Capo Nord,9-Feb,10999,V-2,6,82.7,59.2,568,44.3,132,3.71,9.68,11.8,111.62,125.4,6.87,0.15,Open Adventure-Tourer,,
206,F6 Valkyrie,Jul-96,12499,O-6,5,100,102.3,721,37.3,131,3.86,9.96,12.02,110.7,107.4,7.21,0.14,Heavyweight Cruiser,,
31,F800GS ’09,1-Sep,10520,I-2,6,73.7,51.2,455,53,126,3.95,10.76,12.2,107.78,127.5,6.17,0.16,Middleweight Adventure,,
32,F800GS ’11,8-Nov,11455,I-2,6,74.21,50.67,489,48.5,126.7,3.94,10.47,12.1,108.76,127.2,6.59,0.15,Middleweight Adventure,,
34,F800GT,Jul-13,11890,I-2,6,78.18,55.03,497,49.5,131.3,4.79,10.68,12.61,111.65,125.4,6.36,0.16,Middleweight Sport-Tourer,,
36,F800R,3-Nov,9950,I-2,6,80.24,57.59,450.5,52.1,134.5,3.43,8.3,11.39,116.83,124.3,5.61,0.18,Middleweight Standard,,
35,F800ST,9-Jul,10950,I-2,6,79,55.4,478,47.8,145,3.91,10.14,12.08,110.39,124.1,6.05,0.17,Middleweight Sport-Tourer,,
465,FJR1300 ’03,3-Mar,11499,I-4,5,120.7,87.6,637,39.5,153,2.97,6.84,10.68,126.28,117.8,5.28,0.19,Open Sport-Tourer,,
466,FJR1300 ’07,12-Jul,13799,I-4,5,120.8,85.2,673,39.9,148,3.2,7.72,11.12,119.6,144.5,5.57,0.18,Open Sport-Tourer,,
468,FJR1300 ’10,8-Oct,15190,I-4,5,121.46,85.8,662,44.8,146.2,3.3,7.71,11.14,119.51,119.6,5.45,0.18,Open Sport-Tourer,,
469,FJR1300A ‘13,Feb-13,15890,I-4,5,129.3,91.1,669,41.2,150.7,3.18,7.61,11.07,118.83,126.5,5.2,0.19,Open Sport-Tourer,,
467,FJR1300AE ’06,8-Jun,15299,I-4,5,121.2,87.4,682,43.2,152,4.05,9.12,11.85,117.71,130.5,5.63,0.18,Open Sport-Tourer,,
137,FXDX Super Glide Sport,Nov-98,12999,V-2,5,58.2,72,658,37.1,113,5.08,17.27,13.47,95.39,118.1,11.31,0.09,Heavyweight Cruiser,,
441,FZ-09,Dec-13,7999,I-3,6,105.4,59.5,417,40.9,130,3.44,7.09,11.01,122.29,121.9,4.44,0.23,Middleweight Standard,,
444,FZ1 ’01,5-Jan,8499,I-4,6,124.9,73.9,512,40,154,3.01,6.48,10.55,129.7,111.1,4.1,0.24,Open Standard,,
445,FZ1 ’04,6-Apr,8499,I-4,6,124.9,73.9,512,41.8,154,3.01,6.48,10.55,129.7,111.1,4.1,0.24,Open Standard,,
446,FZ1 ’06,6-Jun,9099,I-4,6,126.6,65.7,494,37.4,154,3.23,6.68,10.74,123.22,114.4,3.9,0.26,Open Standard,,
447,FZ1 ’09,3-Oct,9299,I-4,6,126.23,65.17,495.5,32.1,153.6,3.23,6.68,10.74,123.22,114.4,3.9,0.26,Open Standard,,
436,FZ6,3-Apr,6499,I-4,6,85.8,41.5,460,39.4,136,3.44,8.05,11.32,118.01,116.5,5.36,0.19,Middleweight Standard,,
437,FZ6 ’07,5-Jul,6849,I-4,6,85.6,42,464,52.8,141,3.65,9.05,11.7,114.19,114.9,5.42,0.18,Middleweight Standard,,
438,FZ6R,8-Sep,6990,I-4,6,65.37,38.64,476.5,46.9,128.8,4.15,12.07,12.49,104.5,113.1,7.28,0.14,Middleweight Standard,,
440,FZ8 13-May,May-13,8890,I-4,6,95.06,54.26,464,44.1,138.4,3.69,8.43,11.53,117.21,116.7,4.88,0.2,Middleweight Standard,,
439,FZ8 5-Nov,5-Nov,8490,I-4,6,89.47,51.19,468,44.1,137.4,3.51,8.5,11.55,115.71,113.9,5.23,0.19,Middleweight Standard,,
29,G650 Sertão,3-Dec,8650,1,5,42.15,35.59,435.5,63.7,103.7,5.58,16.56,14.1,89.04,117,10.3,0.1,Middleweight Dual-Sport,,
212,GL1800 Gold Wing ’01,2-Jan,17499,O-6,5+R,100.7,108.3,881,40.1,123,3.77,11.32,12.14,105.92,125.7,8.75,0.11,Luxury Tourer,,
213,GL1800A Gold Wing ’04,10-Apr,18999,O-6,5+R,96,104.1,881,40.1,130,4.35,12.92,12.71,102.9,121.1,9.18,0.11,Luxury Tourer,,
215,Gold Wing F6B,Jun-13,19999,O-6,5,100.1,105.24,852,37,124.3,3.86,10.73,12.1,108.08,125.2,2.71,0.37,Heavyweight Tourer,,
300,Griso 1100,12-Jun,13490,V-2,6,74.2,57.85,543,39.6,129,4.22,11.53,12.45,106.57,126.9,7.32,0.14,Open Standard,,
305,Griso 1200 8V,5-Sep,14290,V-2,6,94.75,71.3,547.5,34.2,143.95,3.61,8.44,11.51,116,116.3,5.78,0.17,Open Standard,,
331,GSX-600F Katana,Jul-98,6199,I-4,6,68.8,37.4,507,40,134,4.12,10.81,12.25,108.4,115.4,7.37,0.14,Middleweight Sportbike,,
345,GSX-750F Katana,Jul-98,7199,I-4,6,84.6,46.6,518,44.1,143,3.52,8.67,11.52,116.26,111.4,6.12,0.16,Middleweight Sportbike,,
353,GSX-R1000 ’02,4-Feb,10399,I-4,6,139,75.4,435,38.6,173,2.95,5.58,9.99,142.52,121.4,3.13,0.32,Open Sportbike,,
354,GSX-R1000 ’06,4-Jun,10999,I-4,6,147.3,75.4,439,39.5,178,2.35,4.96,9.55,143.02,115,2.98,0.34,Open Sportbike,,
330,GSX-R600 ’01,1-Jan,7999,I-4,6,100.6,45.5,423,38.6,156,3.02,6.53,10.6,128.29,117.6,4.2,0.24,Middleweight Sportbike,,
327,GSX-R600 ’97,May-97,7699,I-4,6,92.4,44,440,40.6,152,3.53,7.55,11.11,124.7,113.3,4.76,0.21,Middleweight Sportbike,,
328,GSX-R600 ’98,Jun-98,7799,I-4,6,93.1,46.1,440,38.7,150,3.35,7.62,11.14,122.62,114.6,4.73,0.21,Middleweight Sportbike,,
329,GSX-R600 ’99,Jun-99,7799,I-4,6,91.4,44.1,446,39.2,151,3.25,7.4,11.07,123.07,115.9,4.88,0.2,Middleweight Sportbike,,
348,GSX-R750 ’07,11-Jun,9999,I-4,6,118.9,51.24,437,41.3,174,3.25,6.5,10.6,132.41,119.2,3.68,0.27,Middleweight Sportbike,,
349,GSX-R750 ’11,8-Nov,11999,I-4,6,121.2,52.69,415.5,44,170.1,3.13,6.42,10.53,130.93,123.36,3.43,0.29,Middleweight Sportbike,,
346,GSX-R750 ’96,Sep-96,8999,I-4,6,113.7,54.4,451,36.9,155,3.51,7.33,10.96,125.94,112,3.97,0.25,Middleweight Sportbike,,
347,GSX-R750 ’98,Feb-98,9299,I-4,6,112,54,459,36.4,165,3.08,6.6,10.57,131.22,114.4,4.1,0.24,Middleweight Sportbike,,
361,GSX1250FA ABS,11-Nov,11599,I-4,6,99.48,75.66,569.5,42.8,152.3,3.37,8.81,11.49,114.35,122.7,5.72,0.17,Open Sportbike,,
363,GSX1300R Hayabusa ’08,2-Aug,11999,I-4,6,171,102.3,577,42.5,186,2.78,5.3,9.77,145.97,111.7,3.37,0.3,Open Sportbike,,
362,GSX1300R Hayabusa ’99,Jun-99,10499,I-4,6,151.1,93.4,550,38.5,188,2.76,5.3,9.84,142.76,112.2,3.64,0.27,Open Sportbike,,
334,GSX650F,6-Aug,6999,I-4,6,70.4,40.2,533,44.3,133,4.19,11.68,12.42,104.94,111.8,7.57,0.13,Middleweight Standard,,
109,GT1000,10-Jun,9995,L-2,6,75.4,58,459,47.7,130,3.93,9.92,11.95,110.95,125.4,6.09,0.16,Open Standard,,
120,Gurney Alligator,12-Mar,35000,1,5,57.7,47.6,360,46.8,129,3.84,10.44,12.05,109.23,112.2,6.24,0.16,Middleweight Sportbike,,
419,Hammer 106 (Premium),7-Sep,17499,V-2,6,90.31,104.74,714,38.23,120,4.03,11.25,12.33,106.65,128.2,7.89,0.13,Heavyweight Cruiser,,
113,Hypermotard 1100S,11-Jul,13995,L-2,6,77.7,64.9,432,36.1,130,3.48,10,11.76,108.48,114.1,5.56,0.18,Open Standard,,
91,Hypermotard 796,5-Oct,9995,L-2,6,70.98,50.03,418.5,42.8,124,3.8,10.23,11.97,109.1,116.5,5.9,0.17,Middleweight Supermoto,,
97,Hyperstrada,Dec-13,13295,L-2,6,98,59,468,46.7,135,3.33,8.04,11.24,116.46,120.3,4.75,0.21,Middleweight Sport-Tourer,,
424,Judge,4-Dec,13999,V-2,6,76.81,97.22,691,43.7,115.7,4.09,11.9,12.44,106.14,123.6,9,0.11,Heavyweight Cruiser,,
42,K1100LT,Dec-97,16890,I-4,5,88.6,70.9,660,43.2,130,4.35,10.74,12.34,109.82,140.3,7.45,0.13,Luxury Tourer,,
